Date / Time,City,State,County,Zip,Country,Shape,Duration,Summary,Latitude,Longitude
1/15/2021,Chino,CA,San Bernardino County,91708,US,Light,15 minutes,Series of lights appear on ridge,33.953755,-117.639209
1/15/2021,Kilauea,HI,Kauai County,96754,US,Light,30 seconds,Large moving bright light over Kauai North Shore,22.207314,-159.395386
1/15/2021,Charleston,WV,Kanawha County,25301,US,Cigar,15 minutes,Myself abd a friend were just cleaning up our tools and material after fishing up working on my roof when we both noticed this HUGE cig,38.350719,-81.630359
1/15/2021,North Liberty,IA,Johnson County,52317,US,Light,~10 seconds,Bright blue light under the cloud line going in an upward diagonal line until disappearing into the clouds.,41.763944,-91.604798
1/15/2021,Lakeland,FL,Polk County,33801,US,Fireball,40 seconds,1600 fireball over Orlando Florida,28.035908,-81.899669
1/15/2021,Stanley,ND,Mountrail County,58784,US,Rectangle,10 minutes,"Large object, resembling a flat iron, sat motionless off the highway.",48.345765,-102.418466
1/15/2021,Oak Hill,OH,Jackson County,45656,US,Other,It's been going on,Listed above. They use there minds to try to get you to do what they want,38.89396,-82.5735
1/14/2021,Asheville,NC,Buncombe County,28801,US,Oval,30 minutes,Bright oval-shaped object flying at considerable height in the night sky,35.602711,-82.567281
1/14/2021,Boise,WA,King County,98022,US,Light,30 seconds,"One light, two lights. Three lights, four.. and they're gone.",47.18038,-122.015667
1/14/2021,Lafayette,CO,Boulder County,80026,US,Cylinder,5 minutes,I was driving down US-287 in Lafayette near the Baseline intersection and something shiny caught my eye in the sky. I continued trying,40.026334,-105.104899
1/14/2021,Altadena,CA,Los Angeles County,91001,US,Changing,52:00:00,Shape Changing Orbs and Glowing Cigars over JPL and Wilson observatory,34.195275,-118.137227
1/14/2021,Rockford,MI,Kent County,49341,US,Light,Hour/s,Bright light that moved in a very unusual &quot;flight&quot; pattern,43.132429,-85.551631
1/14/2021,Wareham,MA,Plymouth County,02571,US,Circle,2-3 seconds,"Reported as a meteor, American Meteor Society. Object was round, white, 1/4 the size of a full moon though very light haze moving SSE t",41.760216,-70.694662
1/13/2021,Cordele,GA,Crisp County,31010,US,Triangle,1 minute,"Triangular-shaped, huge object with flashing red lights, hovered with no sound and disappeared.",31.917178,-83.785365
1/13/2021,Greenfield,OH,Highland County,45123,US,Light,>1 hour,"Looked to north after getting out of car at 7:00 p.m. Well after dark, 36 degrees F. and 53% humidity. Seen ghostly cloud formation t",39.349996,-83.38602
1/13/2021,Pinehurst,NC,Moore County,28370,US,Oval,35,((NUFORC Note: Witness provides no detailed information. PD)),35.216222,-79.452352
1/13/2021,Thornton,CO,Adams County,80229,US,Unknown,,Out of place contrail,39.868041,-104.971924
1/13/2021,Salt Lake City,UT,Salt Lake County,84101,US,Light,2 minutes,"I was heading west on 4500 South 2300 East at approximately 7:30 a.m., noticed an object hovering in the sky to the west, I assumed was",40.756095,-111.900719
1/13/2021,Round Rock,TX,Williamson County,78664,US,,,3 or 4 ufos nightly,30.501747,-97.647206
1/12/2021,Pueblo West,CO,Pueblo County,81007,US,Light,2 seconds,"2 second flash of what appeared to be 5-8 orange lights in a row, really close together, like a craft and happened 2X within 2 minutes.",38.350002,-104.722755
1/12/2021,Tempe,AZ,Maricopa County,85280,US,Light,Seconds,White/blue Orbs around 8-12 total two vertical rows motionless 4-6 orbs each row each orb seemed around 1/3 size of an airliner.,33.401395,-111.931298
1/12/2021,Belleville,IL,St. Clair County,62220,US,Light,>3 minutes,My son and I were siting in the Kitchen when a military helicopter flew low overhead (under 500'). We went outside to see what was hap,38.46435,-89.973877
1/12/2021,Tularosa,NM,Otero County,88352,US,Circle,,blinking multicolor light with three orange lights emerging,33.172467,-105.960356
1/12/2021,Mustang,OK,Canadian County,73064,US,Light,30 seconds - 1 minute,"Bright blue/white ' star-like' light in broad daylight appears, moves, then vanishes.",35.390376,-97.759874
1/11/2021,Lake Pleasant,MA,Franklin County,01347,US,Light,1 hour,Dancing Orange and red star,42.556558,-72.518104
1/11/2021,Bordentown,NJ,Burlington County,08505,US,Sphere,3 minutes,Bordentown NJ Fire Orange Sphere's,40.101535,-74.724711
1/11/2021,San Diego,CA,San Diego County,92101,US,Light,1 minute,Bright red light moving fast and high.,32.724103,-117.170912
1/11/2021,Rahway,NJ,Union County,07065,US,Cylinder,5 minutes,Vertical hovering Cylindrical shape object seen in Rahway New Jersey.,40.609553,-74.280641
1/11/2021,Lincoln,NE,Lancaster County,68501,US,Sphere,10 minutes,Multicolor object that seemed to change colors green red blue i have video of it a metal ball that changed colors,40.865142,-96.823133
1/10/2021,Philadelphia,PA,Philadelphia County,19019,US,Triangle,5 seconds,"V/Triangle-shaped, silent craft near Philadelphia on 1/10/21",40.001811,-75.11787
1/10/2021,Reading,PA,Berks County,19601,US,Oval,10 minutes,I was on my way home and saw this big oval weird spaceship with two bright LED lights moving oddly really close to earth like 100ft or,40.357242,-75.940153
1/10/2021,Reading,MA,Middlesex County,01867,US,Oval,10 minutes,I was ob my way home and saw this big oval weird spaceship with two bright LED lights moving oddly really close to earth like 100ft or,42.537065,-71.107172
1/9/2021,Commerce,TX,Hunt County,75428,US,Triangle,5 minutes,2 white UFO'S,33.289045,-95.976965
1/9/2021,La Mesa,NM,Doña Ana County,88044,US,Fireball,1.5 minutes,As I was going out to my car I grabbed what I needed shut the door and looked up at the sky and saw a huge Orange fireball but it didn',32.12204,-106.70778
1/9/2021,Spring Hill,TN,Maury County,37174,US,Formation,3 minutes,,35.712381,-86.901661
1/9/2021,Medina,TX,Bandera County,78055,US,Other,20 seconds,"Slow moving, low UFO seen in Medina, OH 01/09/21",29.79661,-99.24643
1/9/2021,Lancaster,CA,Los Angeles County,93534,US,Flash,5 minutes,At approximately 18:55 Eastern standard time I was driving along Route 110 and Mill Street in Lancaster Massachusetts. I noticed in th,34.713292,-118.15292
1/9/2021,Bloomingdale,NJ,Passaic County,07403,US,Cylinder,once,"I saw a ship that i saw on tv a month ago, five states over from illinois. its big stays dark for 7 seconds then a light turns silver",41.023414,-74.334444
1/9/2021,Tustin,WI,Waushara County,54940,US,Disk,10 seconds,Unlit saucer seen suspended in air,44.162758,-88.892335
1/8/2021,Springfield,IL,Sangamon County,62701,US,Triangle,20 seconds,Triangular shaped object moving into a cloud.,39.800698,-89.648801
1/7/2021,Marietta,GA,Cobb County,30006,US,Unknown,5-6 minutes,Huge city block length sighting in Marietta Ohio with 4 huge lights,33.912473,-84.557181
1/7/2021,Mount Vernon,KY,Rockcastle County,40456,US,Light,1 hour plus,My wife and I live outside city limits in Mount Vernon and we see 5 orange lights and 3 bright lights hovering above houses half a mile,37.398303,-84.337882
1/7/2021,Hatfield,MA,Hampshire County,01038,US,Cigar,30 seconds,It was really loud and i first thought it was a helicopter or something like that but when i checked my app Flightradar24 there was no,42.37194,-72.60689
1/7/2021,Wells,NV,Elko County,89835,US,Light,5 seconds,"Greenish, white orb appears and drops straight to the ground.",41.543923,-114.821761
1/7/2021,Lakeland,TN,Shelby County,38002,US,Circle,5 minutes,Saw 3 crafts in triangle formation that rotated clockwise as a unit while simultaneously moving forward through the air. Two of the thr,35.230644,-89.740361
1/6/2021,Stillwater,OK,Payne County,74074,US,Sphere,8 - 10 minutes,"Saw a spherical object with extremely brilliant white, blue, yellow, reddish lights that glistened and pulsated.",36.101521,-97.069061
1/6/2021,Bristol,PA,Bucks County,19007,US,Disk,2 hours,They were like light blueish/ white circles moving in a figure 8 position repeatedly for a few hours.,40.115859,-74.853608
1/5/2021,Richmond,VA,Richmond city,23218,US,Triangle,10 minutes,very low load slow aircraft flew over Missouri last night.,37.524246,-77.493157
1/5/2021,Bristol,PA,Bucks County,19007,US,Formation,1 hour,Strange light formation appeared to be surveying residential area,40.115859,-74.853608
1/5/2021,Wolcott,NY,Wayne County,14590,US,Disk,1 minute,"I was sitting in the car with my boyfriend, which is what we do every night. I was looking down on my phone and saw something move in t",43.224693,-76.840547
1/5/2021,Saint Louis,MI,Gratiot County,48880,US,Light,2 seconds,Bright blue light seen outside window,43.40836,-84.60667
1/5/2021,Lakeland,TN,Shelby County,38002,US,Circle,5 minutes,((MUFORC Note: Source of report provides no information about event. PD)),35.230644,-89.740361
1/5/2021,Greenville,SC,Greenville County,29601,US,Circle,20 mins,"I witnessed a circular object that was flashing in the sky, it looked as if it was bouncing around, and changed colors. It went from a",34.848567,-82.402871
1/5/2021,Weston,FL,Broward County,33327,US,Teardrop,4 seconds,"Big, bright white with neon green interior teardrop-shaped light crossed the road low in the night sky.",26.11363,-80.41699
1/5/2021,Springfield,MO,Greene County,65801,US,Circle,1 min 28 seconds,"Bright white circle light, with color changing illumination flying overhead on my walk before dawn.",37.25807,-93.343673
1/5/2021,Essex,MD,Baltimore County,21221,US,Flash,10 seconds,Colorful flash of lights out of nowhere,39.30235,-76.44434
1/5/2021,Bristol,PA,Bucks County,19007,US,Formation,3hrs,"I WENT OUTSIDE AT 1 AM TO SEE IF IT WAS CLEAR ENOUGHT TO SET UP MY VIXEN 120MM F/8.3 REFRACTOR TELESCOPE, IT WAS CLOUDY THEN I NOTICED",40.115859,-74.853608
1/4/2021,Gresham,WI,Shawano County,54128,US,Circle,,Black sphere shaped with big light beam coming from the center.,44.85303,-88.78816
1/4/2021,Williams,AZ,Coconino County,86046,US,Flash,1 second,I am submitting this to confirm other possible sighting reports about a flash of bright light (emanating around an even brighter white,35.24946,-112.191
1/4/2021,Erie,PA,Erie County,16501,US,,,MADAR Node 39,42.121293,-80.088919
1/4/2021,Jonesboro,GA,Clayton County,30236,US,,,MADAR Node 143,33.518505,-84.337523
1/3/2021,Flat Rock,NC,Henderson County,28731,US,Disk,20 minutes,"There was an orange light that was hovering. I went further out into my yard and I could then see some blue, green, and red lights. It",35.297055,-82.403731
1/3/2021,Edgewater,CO,Jefferson County,80214,US,Unknown,1 minute,"Bright, flashing multi colored lights coming from object traveling across the sky",39.753043,-105.06415
1/3/2021,Trenton,ME,Hancock County,04605,US,,,MADAR Node 62,44.438967,-68.370018
1/3/2021,Lakeland Village,WA,Spokane County,99022,US,Sphere,10 min,4 orange orbs flying horizontally in the sky,47.550997,-117.704938
1/3/2021,Lakeland Village,WA,Spokane County,99022,US,Sphere,10 min,4 orange orbs flying horizontally in the sky,47.550997,-117.704938
1/3/2021,Denver,NC,Lincoln County,28037,US,Cigar,1 min,White cigar shaped object over DIA or Buckley Air force base,35.53125,-81.0298
1/3/2021,Salida,CA,Stanislaus County,95368,US,Circle,Didn't watch long enough,A star like object stagnant with a sudden light speed movement a little ways away.,37.71553,-121.08695
1/3/2021,Hampton,VA,Hampton city,23630,US,Circle,,Have videos of UFO the light on it would be bright and then go dim there appeared to be smaller ones nearby it.,37.072658,-76.38992
1/2/2021,Buxton,NC,Dare County,27920,US,Cross,30 seconds,"Close encounter with a massive UFO in Buxton, Maine",35.26768,-75.54237
1/2/2021,Clarendon,NY,Orleans County,14429,US,Other,10 Seconds,Tetris-like Football Goal,43.381027,-78.231338
1/2/2021,Middletown,CT,Middlesex County,06457,US,Disk,45 minutes,When originally spotted it had red lights on that where in a saucer or disc shape. The object was moving left to right and stopping on,41.550139,-72.655357
1/1/2021,Richland,PA,Lebanon County,17087,US,Unknown,45 seconds,Walking my dog & began filming with my iPhone 12 what I thought was a plane near Hanford.,40.362956,-76.271943
1/1/2021,Riverview,MI,Wayne County,48193,US,Circle,1 minute,"Round, possibly saucer shaped, with red lights rotating around it.",42.17421,-83.17937
1/1/2021,Rapid City,MI,Kalkaska County,49676,US,Light,On going,70 lights all moving around sky. Initially look like stars but are rapidly blinking. An seemingly in atmosphere. Some are orange.some a,44.80389,-85.250629
12/31/2020,Damascus,OR,Clackamas County,97015,US,Fireball,12:00,Red sphere transitions into an eye...,45.413524,-122.536758
12/31/2020,Palm Springs,FL,Palm Beach County,33461,US,Formation,3 minutes,"4 orange lights , one behind the other. Then a 5th one going faster to catch up. One by one they all went dark.",26.635901,-80.096154
12/31/2020,Ashland,OH,Ashland County,44805,US,Sphere,10-15minutes,"Large, brightly glowing orange spheres, which moved in a pattern of hovering and rapid movement.",40.826965,-82.296131
12/31/2020,Roseville,MN,Ramsey County,55113,US,Light,5 minutes,Two Light Orbs Appear for 5 Minutes in Night Sky,45.006077,-93.156611
12/31/2020,Stealey,WV,Harrison County,26301,US,Formation,3-5 minutes,V formation made up of three dots rose out of the tree-line and then quickly disappeared.,39.279256,-80.359535
12/31/2020,Florence,CO,Fremont County,81226,US,Sphere,4 minutes,Glowing Sphere over roof tops at Merrill Ranch in Florence AZ,38.320931,-105.142833
12/31/2020,Eagle Lake,MN,Blue Earth County,56024,US,Disk,40 Minutes,UFO In My Backyard On New Year’s Eve,44.163231,-93.882127
12/31/2020,Jonesboro,GA,Clayton County,30236,US,,,MADAR Node 143,33.518505,-84.337523
12/30/2020,Manchester,NH,Hillsborough County,03101,US,,,MADAR Node 151,42.988483,-71.462111
12/30/2020,Castle Rock,WA,Cowlitz County,98611,US,Sphere,&lt;10s,It was a silentl spherical orb of a dark color or transparently distorting the clouds behind it.,46.27511,-122.90761
12/30/2020,Wellington,CO,Larimer County,80549,US,Light,30 minutes,numerous objects heading southeast in staggered formation of 2-3 each with as many as 6 within 60 degree arc traversing sky from northw,40.795455,-105.085627
12/28/2020,Henderson,NY,Jefferson County,13650,US,Circle,4 minutes,3 low flying circular objects with flashing orange lights,43.812653,-76.208109
12/28/2020,Hillsboro,MO,Jefferson County,63050,US,Triangle,20 minutes,Truangle tracked for 20 minutes headed west,38.308596,-90.524641
12/28/2020,Marietta,MS,Prentiss County,38856,US,Circle,,Bright circle light moving slowly then 30 seconds later it faded and disappeared.,34.50204,-88.46894
12/28/2020,Marietta,MS,Prentiss County,38856,US,Circle,,Bright circle light moving slowly then 30 seconds later it faded and disappeared.,34.50204,-88.46894
12/28/2020,Marion,NC,McDowell County,28752,US,Light,4 min,Night red light with small white lights.,35.684187,-82.034672
12/27/2020,Boone,IA,Boone County,50036,US,Unknown,4 seconds,"Driving home probably 6-8 pm et. Saw a very bright white light (looked exactly like a bright star) fall straight downward. No tail, ext",42.0425,-93.904897
12/27/2020,Houston,MS,Chickasaw County,38851,US,,,MADAR Node 118,33.911901,-88.931148
12/27/2020,Waco,TX,McLennan County,76701,US,Circle,1 hour,Blue red white pulsating orb moving at a high rate of speed across the sky and in figure 8 while blinking in and out,31.552011,-97.1382
12/26/2020,Delmar,DE,Sussex County,19940,US,,20min,Unexplainable bright pulsating yellow-orange object hovering and then flying away at a high rate of speed.,38.45651,-75.57715
12/26/2020,Decatur,GA,DeKalb County,30030,US,Light,45 seconds,single white light rapidly blinking. Decatur Alabama 6:20 pm. clear night stars were out. total view time approximately 45 seconds. dir,33.772554,-84.291723
12/26/2020,Whittier,NC,Jackson County,28789,US,Sphere,10 minutes,"Orb of light, splits into two orbs.",35.423045,-83.263368
12/26/2020,Chesapeake,OH,Lawrence County,45619,US,Unknown,5 minutes,Very bright blinking white object in early morning western sky on 12/26/2020,38.482955,-82.450548
12/26/2020,Norwalk,CA,Los Angeles County,90650,US,Triangle,5 minutes,It was a clear enough night to see it was triangular in shape with no sound moving very slowly,33.906763,-118.076549
12/25/2020,Santa Fe,TX,Galveston County,77510,US,Other,Seconds,"Large flash through sky, exact point of origin unknown, approximate to south side of town. Flash was quick and indescribable, light pro",29.403211,-95.073408
12/24/2020,West Chester,OH,Butler County,45069,US,Sphere,5 minutes,1 sphere like round firework. Still. Turned into 3 spheres. No sound until deep hum. No movement @1st. Then 3 from NW to SE.,39.336058,-84.40536
12/24/2020,Hollywood,MD,St. Mary's County,20636,US,Other,2 minutes,I was standing at the gas station waiting on car to be lifted on a tow truck. A object shooting up caught my attention. I thought it wa,38.342437,-76.569163
12/24/2020,Marshall,MO,Saline County,65340,US,Circle,1 minute,"Fast moving, large orange orbs in the sky.",39.161394,-93.244357
12/24/2020,Mount Vernon,IL,Jefferson County,62864,US,,,MADAR Node 119,38.293269,-88.892273
12/23/2020,Keller,GA,Bryan County,31324,US,Sphere,A few seconds,"Sphere-shaped craft seen in sky north of Keller, WA.",31.84327,-81.253717
12/23/2020,Leavenworth,IN,Crawford County,47137,US,Oval,5 seconds,Green saucer with orb figure 8 and bursts off,38.19979,-86.34414
12/23/2020,Brentwood,TN,Williamson County,37024,US,Triangle,0:50,((NUFORC Note: Witness provides no detailed information; elects to remain totally anonymous. PD)),35.874553,-86.907565
12/22/2020,Pembroke,NH,Merrimack County,03275,US,Circle,60,"Green, Orange and White Lights Low to Ground in Pembroke, MA USA",43.146749,-71.457569
12/21/2020,Virginia City,MT,Madison County,59755,US,Flash,20 seconds,"We were observing the Great Conjunction with a telescope. After Jupiter/Saturn had set below the horizon, we turned to Mars, just sout",45.29381,-111.94609
12/21/2020,Long Beach,MS,Harrison County,39560,US,Light,4 seconds,Streak of horizontal light over Long Beach,30.374646,-89.177143
12/21/2020,Long Beach,MS,Harrison County,39560,US,Light,4 seconds,Streak of horizontal light over Long Beach,30.374646,-89.177143
12/19/2020,Oakley,UT,Summit County,84055,US,Formation,30 seconds,"UAP - 15 bright amber lights flying in formation over Oakley, California",40.724311,-111.24561
12/19/2020,New Boston,TX,Bowie County,75570,US,Rectangle,20- 25 minutes,"On December 19, 2020, a UFO was observed in the vicinity of River Road in New Boston, NH.",33.45984,-94.41548
12/19/2020,Greenville,OH,Darke County,45331,US,Sphere,,,40.156478,-84.649068
12/19/2020,Eads,CO,Kiowa County,81036,US,,,MADAR Node 32,38.440752,-102.554901
12/19/2020,Limerick,ME,York County,04048,US,Triangle,20 seconds,V-shape white lights moving through the sky before disappearing,43.661222,-70.83448
12/18/2020,Marlborough,CT,Hartford County,06447,US,Light,1 minute,"Object Emits Bright Light, Turns Off, and Quickly Leaves the Sky",41.636949,-72.463179
12/17/2020,Jackson,MI,Jackson County,49201,US,Fireball,10 minutes,Orange fireball slowly moved across the sky at sunset,42.248979,-84.421104
12/16/2020,Newington,NH,Rockingham County,03801,US,,,MADAR Node 106,43.100087,-70.833667
12/16/2020,Elizabeth,NJ,Union County,07201,US,,,MADAR Node 34,40.672052,-74.183438
12/15/2020,Honolulu,NC,Craven County,28530,US,Flash,2 minutes,Stationary flashing lights - red then white then blue. Then it displayed a white light strobe effect then it zipped away really fast!,35.36294,-77.281626
12/15/2020,Rochester,NH,Strafford County,03839,US,Light,5 minutes,"Over 20 lights in formation in most parts non stop over Rochester, NY",43.262994,-70.991203
12/15/2020,Green Valley,WI,Shawano County,54127,US,Sphere,5 minutes,3 bright Spheres in a line north to south,44.79555,-88.27038
12/15/2020,Westport,WA,Grays Harbor County,98595,US,Circle,10 seconds,Blue circular light falling from sky,46.89009,-124.10406
12/15/2020,Manchester,NH,Hillsborough County,03101,US,,,MADAR Node 151,42.988483,-71.462111
12/15/2020,Stockton,MO,Cedar County,65785,US,,,I’ve seen UFO’s as a child and seen them in my room and memories of being on a ship tracing I remember looking at a section of the ship,37.681676,-93.797692
12/14/2020,Sussex,WI,Waukesha County,53089,US,Light,A Few Seconds,Green Light moves across sky at high Speeds,43.148887,-88.245381
12/14/2020,Kansas City,KS,Wyandotte County,66101,US,Other,30 seconds,Worming ribbon object moves through the kansas city sky.,39.103053,-94.630384
12/13/2020,Hot Springs Village,AR,Garland County,71909,US,Unknown,50 seconds,"Fast approaching object turned into 3 green glowing bow shapes, then as it passed over the house light went out and it was metal object",34.643688,-92.997552
12/13/2020,Leavenworth,KS,Leavenworth County,66048,US,Flash,23 mins,I heard something fall inside the Barn when I went outside to bring the cats in I told my brother there was someone or something in the,39.279656,-94.982216
12/13/2020,College Park,GA,Clayton County,30337,US,Other,1 second,4 dots and a beam,33.653443,-84.449373
12/13/2020,Annapolis,MO,Iron County,63620,US,Light,45 min,1 object north east bound disappeared then two bright objects disappeared then the last object covers a large area of the sky making n,37.36033,-90.69762
12/13/2020,Clearwater Park,VA,Alleghany County,24426,US,Chevron,Seconds,Triangle chevron shaped with fixed lights flying low and fast it disappeared into thin air,37.83707,-79.985891
12/12/2020,Hanover,MD,Anne Arundel County,21098,US,,,MADAR Node 77,38.974203,-76.594942
12/12/2020,Allen,MD,Wicomico County,21810,US,Oval,5 minutes,"Amorphous and slighly oval shaped, black object seen in broad daylight...",38.28734,-75.68798
12/12/2020,Bayville,NY,Nassau County,11709,US,Fireball,10 minutes,I was standing outside on the front porch and I saw 2 fireball like objects floating through the sky flying at a fast speed. Faster tha,40.91065,-73.56207
12/11/2020,Burlington,WI,Racine County,53105,US,Egg,2min,"Bright light shot up into the sky, very fast and then came to a complete stop and lingered.",42.692103,-88.228793
12/11/2020,Louisville,GA,Jefferson County,30434,US,Disk,3 minutes,"Saucer seen by two individuals over Louisville, KY.",33.028798,-82.437965
12/11/2020,Stonington,MI,Delta County,49878,US,Cone,Continuing,"Long. Without my glasses, it looked like a cluster of stars.",45.723026,-86.976524
12/10/2020,Washington,PA,Washington County,15301,US,Light,30 seconds,Bright light not blinking moves across sky making no sound.,40.135391,-80.146709
12/10/2020,Carson City,MI,Montcalm County,48811,US,Light,1 second,"Carson City, 12/10/20: Just after dusk looking at sky. In a split second 2 blue/white lights, streaked very high above me as fast as sn",43.17698,-84.84639
12/10/2020,Lagrange,GA,Troup County,30240,US,Light,30 minutes,Strange lights over Lagrange Indiana 12/10/2020,33.024347,-85.073906
12/9/2020,Benton,KY,Marshall County,42025,US,Sphere,2 minutes,Two to three objects seemingly intelligently operated. Stopped then swelled in size with large flash and streak of light.,36.888765,-88.305502
12/9/2020,Golden,MS,Tishomingo County,38847,US,Chevron,Unknown,I saw this only the next day as I was looking at the photos I took with my IPhone SE 2020. It must be a glitch in the camera. Could a s,34.488431,-88.188654
12/9/2020,Gloucester,MA,Essex County,01930,US,Triangle,Five minutes,My sister called five minutes ago and told me to go outside and look up to see a triangluar vechicle moving through the sky with red an,42.630011,-70.694179
12/8/2020,Bend,TX,San Saba County,76824,US,Other,6-7 hours,"We are missing 5-7 hours of time and my foot is now injured, and bruises all are healed from acute pancreatitis",30.936768,-98.467066
12/8/2020,Denver,NC,Lincoln County,28037,US,Light,ten minutes,"Flashing light in Denver, not plane or helicopter.",35.53125,-81.0298
12/8/2020,Ocean City,NJ,Cape May County,08226,US,Light,15 minutes,2 sets of lights hovering over the ocean near the inlet. The lights kept appearing and disappearing in the same area. The lights were,39.24853,-74.604409
12/8/2020,Fredericksburg,VA,Fredericksburg city,22401,US,Rectangle,10 seconds,"I was Driving northbound on hwy 63, 3 miles south of hwy 18 when i saw a bright white lighted, Rectangular object moving very fast thro",38.295135,-77.483689
12/8/2020,Eureka,MT,Lincoln County,59917,US,Light,5 mins,Two white lights traveling at a high rate of speed.,48.87635,-115.05378
12/8/2020,Kenmore,NY,Erie County,14217,US,,,MADAR Node 47,42.965891,-78.870036
12/8/2020,Princeton,MN,Mille Lacs County,55371,US,Other,8-10 minutes,"I observed an orb of white light passing over north Princeton, going west to east. It was slow moving and without sound. Two family mem",45.56996,-93.58163
12/8/2020,Princeton,MN,Mille Lacs County,55371,US,Other,8-10 minutes,"I observed an orb of white light passing over north Princeton, going west to east. It was slow moving and without sound. Two family mem",45.56996,-93.58163
12/7/2020,Garden Valley,ID,Boise County,83622,US,Chevron,5 minuetes,Large craft turns into two crafts then appears a third craft.,44.091712,-115.909781
12/7/2020,Rockledge,PA,Montgomery County,19046,US,Oval,5 minutes,"Saw 4 orange orbs in total, one passed right over my house slowly, but steadily, I couldnt really make out the shape because it was ver",40.081222,-75.089618
12/7/2020,Buffalo,MN,Wright County,55313,US,Changing,Less than 1 minute,"Quick sighting of a strange object flying through the air, accompanied with a loud sound and strange energy.",45.180732,-93.927556
12/7/2020,Buffalo,MN,Wright County,55313,US,Changing,Less than 1 minute,"Quick sighting of a strange object flying through the air, accompanied with a loud sound and strange energy.",45.180732,-93.927556
12/7/2020,Jacksonville,OR,Jackson County,97530,US,Sphere,30 seconds,Saw sphere ufo moving up and down and side to side driving back from airport.,42.181333,-123.0241
12/7/2020,Jacksonville,OR,Jackson County,97530,US,Sphere,30 seconds,Saw sphere ufo moving up and down and side to side driving back from airport.,42.181333,-123.0241
12/6/2020,Indianapolis,IN,Marion County,46201,US,Light,5 minutes,Red/orange orb hovering and moving in a serpentine pattern in western sky,39.775092,-86.13216
12/6/2020,Indianola,IA,Warren County,50125,US,Cigar,10 min,It was about 445pm I was driving in the country and about 1 half mile away was 2 1500 foot tall radio towers and I noticed a small pink,41.314309,-93.588041
